title,artist,streams
i'm so tired...,Lauv,84670678
Close To Me,Ellie Goulding,84655009
BAD!,XXXTENTACION,84596862
La Bachata,Manuel Turizo,84453246
Wanted You,NAV,84451429
Make No Sense,YoungBoy Never Broke Again,84397980
PRBLMS,6LACK,84279473
Smile,Juice WRLD,84269938
Bang!,AJR,84042339
Feels,Calvin Harris,83941364
ELEMENT.,Kendrick Lamar,83917996
Beer Never Broke My Heart,Luke Combs,83571906
All Your'n,Tyler Childers,83427310
Mercy,Shawn Mendes,83334888
TQM,Fuerza Regida,83291279
beibs in the trap,Travis Scott,83265953
Dangerous Woman,Ariana Grande,83265541
Players,Coi Leray,83147560
Feathered Indians,Tyler Childers,83123943
Big Energy,Latto,82910665
Go Loko,YG,82520209
Say It,Flume,82337429
FE!N,Travis Scott,82295174
Bang Bang,Jessie J,82251994
Smokin Out The Window,Bruno Mars,82228168
Hands To Myself,Selena Gomez,82204948
Snow On The Beach,Taylor Swift,81984985
Lose Yourself,Eminem,81686943
Party In The U.S.A.,Miley Cyrus,81377061
Myron,Lil Uzi Vert,81140683
Love Me Like You Do,Ellie Goulding,81076476
This Feeling,The Chainsmokers,80978407
Stay,Post Malone,80957121
Ain’t That Some,Morgan Wallen,80953198
Really Really,Kevin Gates,80866635
F*ck Up Some Commas,Future,80812830
KOD,J. Cole,80773017
Neverita,Bad Bunny,80656683
Natural,Imagine Dragons,80538052
Body,Megan Thee Stallion,80338969
Rolex,Ayo & Teo,80064354
Rubbin Off The Paint,YBN Nahmir,79621979
First Day Out,Tee Grizzley,79440420
Hide Away,Daya,79375110
Sum 2 Prove,Lil Baby,79172412
Hello,Pop Smoke,79167125
Moves,Big Sean,79110320
Dandelions,Ruth B.,79089363
Splashin,Rich The Kid,79057026
ceilings,Lizzy McAlpine,78996898
Break My Heart,Dua Lipa,78970082
Surface Pressure,Jessica Darrow,78691499
Arms Around You,XXXTENTACION,78640068
Praying,Kesha,78594034
Paranoid,Post Malone,78582762
Praise God,Kanye West,78568531
Neighbors,J. Cole,77926846
I Hope,Gabby Barrett,77883408
Centuries,Fall Out Boy,77847863
MAMIII,Becky G,77685438
Stuck with U,Ariana Grande,77527054
Cheerleader (Felix Jaehn Remix),OMI,77317485
Playinwitme,KYLE,76991101
All Mine,Kanye West,76972755
Beautiful Mistakes,Maroon 5,76939291
Sauce It Up,Lil Uzi Vert,76926735
Dawns,Zach Bryan,76835916
'Till I Collapse,Eminem,76760250
How Far I'll Go,Alessia Cara,76752001
TELEKINESIS,Travis Scott,76376224
Still Here,Drake,76042372
Nobody Gets Me,SZA,75972187
Thot Shit,Megan Thee Stallion,75741224
P2,Lil Uzi Vert,75685447
No Type,Rae Sremmurd,75658607
Want to Want Me,Jason Derulo,75507123
Goosebumps - Remix,Travis Scott,75462580
Girls Want Girls,Drake,75092582
Swalla,Jason Derulo,75063678
QLONA,KAROL G,75048730
Wild Things,Alessia Cara,75034774
Close,Nick Jonas,75001886
Tarot,Bad Bunny,74979912
All We Know,The Chainsmokers,74922652
Big Rings,Drake,74818115
Both,Gucci Mane,74752496
Die A Happy Man,Thomas Rhett,74721719
m y . l i f e,J. Cole,74605156
Legend,Drake,74560528
New Patek,Lil Uzi Vert,74465767
GDFR,Flo Rida,74323833
Rich Men North of Richmond,Oliver Anthony Music,74301064
Everyday,Logic,74094592
You & Me,Marc E. Bassy,74019535
bellyache,Billie Eilish,73988829
Notion,The Rare Occasions,73881354
Flex,Polo G,73669856
OOOUUU,Young M.A,73663117
Carol of the Bells,Mykola Dmytrovych Leontovych,73356196
Bitch Better Have My Money,Rihanna,73315352
Lonely,Justin Bieber,73289055
Same Old Love,Selena Gomez,73255863
I Mean It,G-Eazy,73181646
Fast Car,Jonas Blue,72978752
Bones,Imagine Dragons,72809803
Hot Shower,Chance the Rapper,72612798
On Me,Lil Baby,72577214
Saint-Tropez,Post Malone,72506541
SABOR FRESA,Fuerza Regida,72413880
Once In a While,Timeflies,72312385
No Brainer,DJ Khaled,72279841
Stay,Kygo,72139250
That Way - Bonus Track,Lil Uzi Vert,72092494
Rockabye,Clean Bandit,71984836
Little Saint Nick - 1991 Remix,The Beach Boys,71848424
0 To 100 / The Catch Up,Drake,71827840
She Had Me At Heads Carolina,Cole Swindell,71812842
Rich & Sad,Post Malone,71663340
Delicate,Taylor Swift,71553295
All Time Low,Jon Bellion,71474224
Futsal Shuffle 2020,Lil Uzi Vert,71462560
Don’t Matter To Me,Drake,71300622
Mob Ties,Drake,71016033
Sneakin’,Drake,71004017
Agora Hills,Doja Cat,70922987
YOUTH,Troye Sivan,70909568
Weak,AJR,70880026
Hurricane,Kanye West,70820755
Todo De Ti,Rauw Alejandro,70548618
Startender,A Boogie Wit da Hoodie,70472180
Glorious,Macklemore,70465882
No Flockin,Kodak Black,70434887
Bad Bad Bad,Young Thug,70324546
Deja Vu,J. Cole,70162237
Conversations,Juice WRLD,70155691
Not Allowed,TV Girl,70037146
imagine,Ariana Grande,69998700
Unforgettable,Thomas Rhett,69984146
Saved,Khalid,69815909
Bam Bam,Camila Cabello,69714662
Who Want Smoke??,Nardo Wick,69700770
Selfish,PnB Rock,69647971
Ransom,Lil Tecca,69645813
Sugar,Robin Schulz,69518913
Act Up,City Girls,69423378
Betty (Get Money),Yung Gravy,69329867
Christmas (Baby Please Come Home),Mariah Carey,69279062
N95,Kendrick Lamar,69261483
EVERY CHANCE I GET,DJ Khaled,69197219
First Person Shooter,Drake,69056780
we fell in love in october,girl in red,69051740
Let It Go,James Bay,69021629
Suicidal (Remix),YNW Melly,68953277
10 Freaky Girls,Metro Boomin,68910633
Dial Drunk,Noah Kahan,68762696
HOLIDAY,Lil Nas X,68601292
Uber Everywhere,MadeinTYO,68560327
My Way,Fetty Wap,68534872
Everybody Talks,Neon Trees,68460789
Santa Claus Is Coming To Town,The Jackson 5,68453813
Hey Driver,Zach Bryan,68093301
boyfriend,Ariana Grande,68075759
Baguettes in the Face,Mustard,68006179
Boo'd Up,Ella Mai,67988376
t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,67979967
7/11,Beyoncé,67910109
Topanga,Trippie Redd,67871555
Evergreen,Omar Apollo,67704713
"Baby, It's Cold Outside",Dean Martin,67664208
Spoil My Night,Post Malone,67636137
The Race,Tay-K,67561106
Sofia,Clairo,67460841
You should be sad,Halsey,67248866
All About That Bass,Meghan Trainor,67151753
Yummy,Justin Bieber,66838785
Cash Shit,Megan Thee Stallion,66804083
Savage,Megan Thee Stallion,66785378
LALA,Myke Towers,66603941
Joy To The World,Nat King Cole,66598838
Selfish,Future,66567231
Drag Me Down,One Direction,66521288
SPIT IN MY FACE!,ThxSoMch,66455957
willow,Taylor Swift,66173429
Did It Again,Lil Tecca,66171892
On My Mind,Ellie Goulding,66115839
Everything I Love,Morgan Wallen,66084917
Hold On,Justin Bieber,66083944
One Man Band,Old Dominion,66055536
Somebody’s Problem,Morgan Wallen,65697045
Anyone,Justin Bieber,65472657
Only,Nicki Minaj,65470534
Love Me,Lil Wayne,65468665
4 AM,2 Chainz,65418520
Trip,Ella Mai,65368178
Tennessee Orange,Megan Moroney,65080869
Enchanted,Taylor Swift,65055662
H.O.L.Y.,Florida Georgia Line,64970810
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,64839969
p r i d e . i s . t h e . d e v i l,J. Cole,64787724
In Your Eyes,The Weeknd,64759227
Transportin',Kodak Black,64739053
I.F.L.Y.,Bazzi,64730494
In Case You Didn't Know,Brett Young,64657606
Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,64529726
Hymn for the Weekend - Seeb Remix,Coldplay,64502923
LA NOCHE DE ANOCHE,Bad Bunny,64450937
Dusk Till Dawn,ZAYN,64438774
You Make It Easy,Jason Aldean,64374823
Die For You,The Weeknd,64304604
Go Stupid,Polo G,64303528
One Night,Lil Yachty,64228675
Body,Loud Luxury,64219434
Be Kind,Marshmello,64216454
Pain,PinkPantheress,64204452
Graveyard,Halsey,64202847
Post to Be,Omarion,64187302
La Corriente,Bad Bunny,63877667
500lbs,Lil Tecca,63869969
No Promises,Cheat Codes,63729152
The Weekend,SZA,63699242
Made You Look,Meghan Trainor,63515966
Be Careful,Cardi B,63512782
Pussy & Millions,Drake,63505566
Summer Sixteen,Drake,63425374
Butter,BTS,63425107
2U,David Guetta,63383451
WORKIN ME,Quavo,63244762
Ophelia,The Lumineers,63226678
Static,Steve Lacy,63195667
Animals,Maroon 5,62902009
Calling My Spirit,Kodak Black,62881019
"Peso Pluma: Bzrp Music Sessions, Vol. 55",Bizarrap,62749843
"Sit Still, Look Pretty",Daya,62564123
G.O.M.D.,J. Cole,62257754
Favorite Song,Toosii,62224801
Hot (Remix),Young Thug,62164819
Vete,Bad Bunny,62061796
VALENTINO,24kGoldn,61991694
Here With Me,Marshmello,61927000
Fin de Semana,Oscar Maydon,61866568
Monëy so big,Yeat,61764389
Nights Like This,Kehlani,61626885
exile,Taylor Swift,61379124
Marry Me,Thomas Rhett,61358111
Out thë way,Yeat,61354348
Homicide,Logic,61353496
Worth It,YK Osiris,61209429
love nwantiti (ah ah ah),CKay,61186051
For Free,DJ Khaled,61140237
Goin Baby,DaBaby,61101678
Taking A Walk,Trippie Redd,61035074
Mr. Right Now,21 Savage,61032599
Tap,NAV,61001749
Juice,Lizzo,60823106
Matilda,Harry Styles,60758815
You Should Probably Leave,Chris Stapleton,60696388
Rollin,Calvin Harris,60647021
All My Friends,Snakehips,60593190
Rather Be,Clean Bandit,60562179
Popular,The Weeknd,60503794
The Real Slim Shady,Eminem,60480749
Sorry Not Sorry,Bryson Tiller,60434896
Un Ratito,Bad Bunny,60425066
From The Start,Laufey,60407478
ily,Surf Mesa,60238195
"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,60066415
Bad Liar,Selena Gomez,60028652
LUV,Tory Lanez,60001746
Talking to the Moon,Bruno Mars,59926571
MIDDLE OF THE NIGHT,Elley Duhé,59878312
Please Don't Go,Joel Adams,59849309
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,59815823
No Se Va - En Vivo,Grupo Frontera,59728752
Light Switch,Charlie Puth,59716970
Reminder,The Weeknd,59620662
How Deep Is Your Love,Calvin Harris,59463594
Blind,SZA,59418638
BREAK MY SOUL,Beyoncé,59344765
FourFiveSeconds,Rihanna,59338175
Smells Like Teen Spirit - Remastered,Nirvana,59317872
Worth It,Fifth Harmony,59256843
Don't Stop Me Now - Remastered 2011,Queen,59228501
Classy 101,Feid,59165514
Vigilante Shit,Taylor Swift,59130336
Tiimmy Turner,Desiigner,59015382
Too Many Years,Kodak Black,59001162
Childs Play,Drake,58873542
Alien Blues,Vundabar,58851385
Rudolph The Red-Nosed Reindeer,Burl Ives,58841022
Galway Girl,Ed Sheeran,58839949
Nuketown,Ski Mask The Slump God,58800265
Slime You Out,Drake,58674495
Acquainted,The Weeknd,58655818
Headshot,Lil Tjay,58609240
enough for you,Olivia Rodrigo,58572337
Like I'm Gonna Lose You,Meghan Trainor,58460209
Please Me,Cardi B,58439781
Scared to Be Lonely,Martin Garrix,58399197
Watch Me (Whip / Nae Nae),Silentó,58353609
Ghostface Killers,21 Savage,58263736
whoa (mind in awe),XXXTENTACION,58262282
Music For a Sushi Restaurant,Harry Styles,58219745
The Bigger Picture,Lil Baby,58137365
Area Codes,Kaliii,58101119
River,Eminem,58089002
Heart On Ice,Rod Wave,58076050
SO DONE,The Kid LAROI,58029449
Black & White,Juice WRLD,58028285
Slow Motion,Trey Songz,58002051
Come Get Her,Rae Sremmurd,57995873
This Could Be Us,Rae Sremmurd,57990446
Everybody,Logic,57990129
Cooped Up,Post Malone,57988999
Erase Your Social,Lil Uzi Vert,57980501
Let Me Down Slowly,Alec Benjamin,57970760
Tear in My Heart,Twenty One Pilots,57900229
Super Shy,NewJeans,57878619
Nevermind,Dennis Lloyd,57848143
...Ready For It?,Taylor Swift,57805163
Malibu,Miley Cyrus,57775138
All In My Head (Flex),Fifth Harmony,57664256
Flower Shops,ERNEST,57611577
ME!,Taylor Swift,57391669
Love Me Harder,Ariana Grande,57285175
In My Blood,Shawn Mendes,57174877
Lo Siento BB:/,Tainy,57135915
Golden,Harry Styles,57121273
After Hours,The Weeknd,57062099
Magic In The Hamptons,Social House,57010632
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,56992597
Most Girls,Hailee Steinfeld,56922479
Got It On Me,Pop Smoke,56866811
Tusa,KAROL G,56824409
Strangers,Kenya Grace,56772912
Locked Away,R. City,56578381
Shotta Flow,NLE Choppa,56536653
Uproar,Lil Wayne,56468238
Crew,GoldLink,56458549
In The Night,The Weeknd,56444533
Leave Before You Love Me,Marshmello,56427745
I'm Not The Only One,Sam Smith,56402815
Mona Lisa,Lil Wayne,56354529
All Eyes on You,Meek Mill,56247567
Sign of the Times,Harry Styles,56208852
OMG,NewJeans,56183587
Love Myself,Hailee Steinfeld,56086741
Waves,Kanye West,55997889
I Know What You Did Last Summer,Shawn Mendes,55906852
Solid,Young Stoner Life,55875922
How Long,Charlie Puth,55860013
All of Me,John Legend,55674223
Hollywood's Bleeding,Post Malone,55584164
KIKA,6ix9ine,55520510
Wicked,Future,55381955
Myself,NAV,55379514
Sweetest Pie,Megan Thee Stallion,55276845
Con Calma,Daddy Yankee,55166149
LAGUNAS,Peso Pluma,55157916
Breaking Me,Topic,55109344
Baby Sitter,DaBaby,55095664
Never Really Over,Katy Perry,55067804
Start Wit Me,Roddy Ricch,55018380
My Type,Saweetie,55014809
MONACO,Bad Bunny,55014082
she's all i wanna be,Tate McRae,54992060
Talking Body,Tove Lo,54890193
REEL IT IN,Aminé,54739294
GREECE,DJ Khaled,54717916
pov,Ariana Grande,54533829
The Ocean,Mike Perry,54469375
Girls in the Hood,Megan Thee Stallion,54466651
Oklahoma Smokeshow,Zach Bryan,54381480
Faded,Alan Walker,54100218
Moonwalking in Calabasas,DDG,54093363
She Knows,J. Cole,54059288
all the good girls go to hell,Billie Eilish,53993006
My Universe,Coldplay,53947652
GOOBA,6ix9ine,53917148
3005,Childish Gambino,53853351
From The D To The A,Tee Grizzley,53814866
NASA,Ariana Grande,53660003
Motley Crew,Post Malone,53597602
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Metro Boomin,53516159
Happy Xmas (War Is Over) - Remastered 2010,John Lennon,53477386
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,53458427
ball w/o you,21 Savage,53453270
Infrunami,Steve Lacy,53374328
I'm a Mess,Bebe Rexha,53309228
"Sex, Drugs, Etc.",Beach Weather,53241163
Who Do You Love,The Chainsmokers,53239474
The Bones,Maren Morris,53108609
get him back!,Olivia Rodrigo,53017300
10 Bands,Drake,52875134
Say It,Tory Lanez,52744672
BYE,Peso Pluma,52515455
Nail Tech,Jack Harlow,52488297
Life's A Mess,Juice WRLD,52474709
GUMMO,6ix9ine,52433571
Mistletoe And Holly - Remastered 1999,Frank Sinatra,52395725
Signs,Drake,52311258
Everyday We Lit,YFN Lucci,52259968
We're Good,Dua Lipa,52250269
I Wrote The Book,Morgan Wallen,52210782
Cry Baby,Megan Thee Stallion,51989339
Close Friends (Lil Baby & Gunna),Lil Baby,51946627
A-O-K,Tai Verdes,51926588
Question...?,Taylor Swift,51900841
Daylight,Harry Styles,51850063
Don't,Ed Sheeran,51816937
Rodeo,Lil Nas X,51788566
5 Foot 9,Tyler Hubbard,51765710
Major Distribution,Drake,51733381
Outside Today,YoungBoy Never Broke Again,51700652
Deli,Ice Spice,51683338
Another Love,Tom Odell,51646874
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,51625786
Safaera,Bad Bunny,51612770
On BS,Drake,51558971
the 1,Taylor Swift,51543535
Truffle Butter,Nicki Minaj,51390845
Sex,Cheat Codes,51361858
TULUM,Peso Pluma,51331534
Cut It,O.T. Genasis,51307796
Renegades,X Ambassadors,51224217
Yo Perreo Sola,Bad Bunny,51051248
Enemy,Imagine Dragons,50995955
Time of Our Lives,Pitbull,50967811
1400 / 999 Freestyle,Trippie Redd,50938549
Roses,benny blanco,50831435
Take My Breath,The Weeknd,50769835
Right Hand,Drake,50737805
Break Free,Ariana Grande,50627582
Novacane,Frank Ocean,50581120
Numb Little Bug,Em Beihold,50555344
Fall In Love,Bailey Zimmerman,50524204
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,50440183
Fingers Crossed,Lauren Spencer Smith,50353213
No Complaints,Metro Boomin,50224935
No Money,Galantis,50044898
TV,Billie Eilish,49998313
Tourniquet,Zach Bryan,49985572
Elastic Heart,Sia,49959549
92 Explorer,Post Malone,49920716
Love Me,Lil Tecca,49902710
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,49852924
Some Kind Of Drug,G-Eazy,49833045
Get Right Witcha,Migos,49833007
Snowman,Sia,49787127
"Merry Christmas, Happy Holidays",*NSYNC,49749158
Call You Mine,The Chainsmokers,49745871
Stolen Dance,Milky Chance,49660656
Cool Kids,Echosmith,49643988
Jingle Bells - Remastered 1999,Frank Sinatra,49502077
F**kin' Problems,A$AP Rocky,49467361
The Family Madrigal,Stephanie Beatriz,49436537
Keanu Reeves,Logic,49392833
La Jumpa,Arcángel,49363720
Final Song,MØ,49361417
"1 step forward, 3 steps back",Olivia Rodrigo,49354316
Wildest Dreams (Taylor's Version),Taylor Swift,49317303
Wait,Maroon 5,49303216
GOODMORNINGTOKYO!,TOKYO’S REVENGE,49275156
Die Hard,Kendrick Lamar,49248636
Wonder,Shawn Mendes,49246743
'Til You Can't,Cody Johnson,49196663
WUSYANAME,"Tyler, The Creator",49058713
Hot Girl Summer,Megan Thee Stallion,48986332
My Way,Calvin Harris,48839895
Simple,Florida Georgia Line,48765565
New Americana,Halsey,48670562
Daisy,Ashnikko,48663445
Midnight Sky,Miley Cyrus,48593390
Watch,Travis Scott,48528205
Princess Diana,Ice Spice,48416587
Over Now,Post Malone,48399298
China,Anuel AA,48374018
Say Something,Justin Timberlake,48226776
Cold,Maroon 5,48029320
Blame,Calvin Harris,47969994
my strange addiction,Billie Eilish,47834232
Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,47818797
Better Together,Luke Combs,47787095
X,Nicky Jam,47783184
Solo,Clean Bandit,47767161
Frágil,Yahritza Y Su Esencia,47747399
Down In the DM,Yo Gotti,47599228
I Saw Mommy Kissing Santa Claus,The Jackson 5,47433479
Nasty Freestyle,T-Wayne,47412344
Kill Em With Kindness,Selena Gomez,47387427
Maps,Maroon 5,47362002
Moon,Kanye West,47360570
Next Thing You Know,Jordan Davis,47274126
NUMB,XXXTENTACION,47260044
Car Radio,Twenty One Pilots,47194493
Summer Days,Martin Garrix,47163854
Yo No Soy Celoso,Bad Bunny,47047318
NO,Meghan Trainor,47036106
PAINTING PICTURES,Superstar Pride,46998498
Friends,Justin Bieber,46960589
needy,Ariana Grande,46952516
Mastermind,Taylor Swift,46779427
Perfect,One Direction,46770086
I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,46732279
Prisoner,Miley Cyrus,46717753
Peaches & Eggplants,Young Nudy,46716876
Only Human,Jonas Brothers,46658896
Mr. Rager,Kid Cudi,46632445
Que Onda,Calle 24,46602781
Symphony,Clean Bandit,46570752
Stand By Me,Lil Durk,46532722
Champion,NAV,46335200
Let Me Hold You (Turn Me On),Dante Klein,46295103
Company,Justin Bieber,46279257
Lost Boy,Ruth B.,46211456
Talk,Khalid,46168125
Clout,Offset,45988907
Lil Bit,Nelly,45977526
Lovin On Me,Jack Harlow,45958168
Looking Out for You,Joy Again,45955297
Wherever I Go,OneRepublic,45867470
P power,Gunna,45769778
Juju On That Beat (TZ Anthem),Zay Hilfigerrr,45767401
After Dark,Mr.Kitty,45659083
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,45583358
Die For Me,Post Malone,45568118
Way Out,Jack Harlow,45565912
Rich Baby Daddy,Drake,45556102
Tell Me You Love Me,Demi Lovato,45532926
Blessings,Big Sean,45528886
Life Goes On,Lil Baby,45524730
I'll Show You,Justin Bieber,45486634
Hype,Drake,45480573
Hopeless Romantic,Wiz Khalifa,45393663
Cross Me,Ed Sheeran,45370707
Planes,Jeremih,45313785
Chicken Fried,Zac Brown Band,45176769
Too Good At Goodbyes - Edit,Sam Smith,45142874
Fetish,Selena Gomez,45130808
Rags2Riches,Rod Wave,45120892
Ocean,Martin Garrix,45068508
Juke Jam,Chance the Rapper,44972930
Softcore,The Neighbourhood,44951503
Have Yourself A Merry Little Christmas,Sam Smith,44951050
One Call Away,Charlie Puth,44950868
Broke In A Minute,Tory Lanez,44876389
Death,Trippie Redd,44826260
Rewrite The Stars,Zac Efron,44802916
Sparks,Coldplay,44739555
On The Road,Post Malone,44706330
44 More,Logic,44699487
Hell N Back,Bakar,44651162
Jealous,Nick Jonas,44622840
Don't Tell 'Em,Jeremih,44580888
Panini - DaBaby Remix,Lil Nas X,44531866
Yandel 150,Yandel,44521382
"Burn, Burn, Burn",Zach Bryan,44484300
Bang My Head,David Guetta,44395289
Back to You,Louis Tomlinson,44387909
Virginia Beach,Drake,44317230
Arcade,Duncan Laurence,44307767
In My Room,Yellow Claw,44202130
xanny,Billie Eilish,44154537
Habits (Stay High),Tove Lo,44139331
Oh My God,Adele,44008064
Takeaway,The Chainsmokers,43933634
Black Widow,Iggy Azalea,43828836
Craving You,Thomas Rhett,43808144
Yellow Hearts,Ant Saunders,43785355
Deja Vu,Post Malone,43775282
Boy With Luv,BTS,43677086
Good News,Mac Miller,43654898
SOS,Avicii,43607635
Run It Up,Lil Tjay,43512351
24,Money Man,43448074
